Year ,Type of Study,Journal,Citation,Has a middle-range model? (1=Y/0=N),Level ,Unit of Analysis,IT Phenomenon,Treatment of IT,Subaspect of IT,Source Theory,Source Theory's Unit of Analysis,Cited by (Google Scholar),Total Cites - last 10 years,Information Science & Library Science Citations (ISI Web of Science - SSCI),Total Citations by (ISI Web of Science - SSCI),% of citations in IS domain,Theory Borrowed (Yes/No),Primary (outside of IS) or Secondary (inside of IS) borrowing?,1_Classification: Exploitation/Exploration,2_Classification: Exploitation/Exploration,3_Classification: Exploitation/Exploration,4_Classification: Exploitation/Exploration,"Classification: instantiation, modifying, or extending","Magnitude: none, small, medium, large",Constructs/relationship/logic changed?,"If Not Borrowed, is Source Theory Inductive or Axiomatic?",Cannot be Classified (Notes),Comments,Why cited?,Age since 2013,Cites in first 5 years,Half-life - duration (compared to 2013),Half-life - year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,h1_intial_author_1,h1_2013_author_1,h1_intial_author_2,h1_2013_author_2,h1_intial_author_3,h1_2013_author_3,h1_intial_author_4,h1_2013_author_4,h1_intial_author_5,h1_2013_author_5,h1_initial_sum,h1_2013_sum,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
2007,Qualitative,MISQ,"Avgerou, C., and McGrath, K. 2007. –Power, Rationality, and the Art of Living through Socio-Technical Change,” MIS Quarterly (31:2), pp. 295_315.",1,3,Organization,Takes a case study approach to argue that IS practice and organizational power dynamics are intertwined and mutually constitutive.,Ensemble,Technology as embedded system,Foucalt's Theory of Power/Knowledge and Ethics,Individual<->Macro,86,25,16,25,0.64,Yes,Primary,Exploration,Exploration,Exploitation,Exploration,Modifying,Medium,Creates an IT-specific account of power,-,-,Challenges notions of technical/rational IS practice and politics as distinct. ,,6,,2,2011,,,,,,,,,,,,,,,,,,1,1,2,4,6,7,2,2,8,11,5,6,,,,,,,13,17,2007,MIS Quarterly: Management Information Systems,31,2,,295,315,,66,,http://www.scopus.com/inward/record.url?eid=2-s2.0-34249290114&partnerID=40&md5=93e59425260c6515bf3e92e7a7c06cfa,Article,Scopus,2-s2.0-34249290114
2001,Analytical Modeling,ISR,"Raghunathan, S., & Yeh, A. B. (2001). Beyond EDI: Impact of Continuous Replenishment Program (CRP) Between a Manufacturer and Its Retailers. Information Systems Research, 12(4), 406_419. doi:10.1287/isre.12.4.406.9701",1,2,Organization,"Explains how Electronic Data Interchange affects Continuous Replenishment Programs (CRP). CRP is shown to benefit manufacturer and participant retailers, while improved forecasting benefits the manufacturer. IV's: retailer demands number of retailers participating in CRP, base demand of participant retailers, DV's: value of continuous replacement program (CRP)",Tool,Technology as productivity,Electronic Data Interchange Theory (EDI),Market,71,19,2,23,0.09,Yes,Secondary,Exploration,Exploration,Exploitation,Exploration,Modifying,Medium,Adds information sharing and resource replenishment,-,-,Applies EDI to N retailers rather than just a a single organization. Extension of theory is minimal. Contribution is mainly to contextualize and provide empirical grounding for source theory. Theories are native to IS,,12,,4,2009,,,,,,,,,,,,,,2,2,,1,4,2,2,2,1,4,1,2,8,17,1,1,,,,,,,9,18,2001,Information Systems Research,12,4,,406,419,,48,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035639623&partnerID=40&md5=f125cde01a6b46aec1e2c1ed7d94abd7,Article,Scopus,2-s2.0-0035639623
1998,Survey,MISQ,"Jain, H., Ramamurthy, K., Ryu, H., and Yasai-Ardekani, M. 1998. –Success of Data Resource Management in Distributed Environments: An Empirical Investigation,” MIS quarterly (March), pp. 1_29.",1,,Organization,"centralization of IS decisions, concentration of IS resources, intersite data dependence, DRM-related autonomy all leads to fit, which then leads to DRM success",Proxy,Technology as Perception,Data Resource Management Theory,Organization,,15,12,23,0.52,Yes,Secondary,Exploitation,Exploration,Exploitation,Exploration,Modifying,Small,Traces new relationship between known variables,-,-,Uses a fit perspective and cluster analysis to shed new light on old variables,,15,,7,2006,,,,,,,,,1,,1,,,3,3,1,5,2,4,,,1,1,1,,7,15,11,22,1,1,1,1,,,20,39,1998,MIS Quarterly: Management Information Systems,22,1,,1,22,,29,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0013363718&partnerID=40&md5=dd62eaa905bf8860dba9ef4551776e4a,Article,Scopus,2-s2.0-0013363718
2003,Analytical Modeling,ISR,"Basu, A., and Blanning, R. 2003. –Synthesis and decomposition of processes in organizations,” Information Systems Research (14:4), pp. 337_355.",1,1,Organization,"absent - describes a theory for describing synthesis and decomposition of work processes. These may or may not be IT-enabled, but this is not described in the article",Nominal,Technology as absent,"Metagraphs (Basu and Blanning 1994a,b; 1998; 2000)",Organization,73,14,4,15,0.27,Yes,Secondary,Exploration,Exploitation,Exploitation,Exploration,Modifying,Medium,Shows how to use metagraphs to analyze synthesis and decomposition of processes,-,-,"Methodological paper specifying a way of analyzing workflows. Could be applied to IT specific processe, but is not.",,10,,2,2011,,,,,,,,,,,,,,,1,,1,2,1,,2,2,4,2,,12,13,13,13,,,,,,,25,26,2003,Information Systems Research,14,4,,337,355,,57,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0942300757&partnerID=40&md5=92373707661bde829389649a33272df7,Article,Scopus,2-s2.0-0942300757
1998,Survey,MISQ,"Nidumolu, S., and Knotts, G. 1998. –The Effects of Customizability and Reusability on Perceived Process and Competitive Performance of Software Firms,” MiS Quarterly (June).",1,-,Organization,"Tests a model of how customizability, reusability, process flexibility, and process predictability affects competitive performance",Ensemble,Technology as Development Project,software development theory,Organization,62,9,6,14,0.43,Yes,Secondary,Exploration,Exploitation,Exploitation,Exploration,Modifying,Medium,Adapts constructs to context,-,-,Good modification example,,15,,7,2006,,,,,,,,,,,,,,2,,2,3,2,2,,,,,,,9,11,1,1,,,,,,,10,12,1998,MIS Quarterly: Management Information Systems,22,2,,105,128,,33,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0042432104&partnerID=40&md5=9be11e3b339c0bd1ad7d32ab04abde76,Article,Scopus,2-s2.0-0042432104
1996,Simulation,ISR,Inductive Model Analysis Systems: Enhancing Model Analysis in Decision Support Systems,1,3,Technical,Builds a framework for inductive model analysis systems,Computational, model,"cognitive science, DSS, model management systems",Technical,27,4,3,12,0.25,Yes,Primary,Exploration,Exploitation,Exploitation,Exploration,Modifying,Medium,"New relationships drawn between cognition, DSS, and model management",,,"Provides a new way of seeing model management systems. Borrowing is both primary and secondary. My judgment is that it's mainly primary, since the cognitive component is borrowed from outside of IS",,17,,11,2002,,,,,,,,1,,1,1,,3,,,,,1,2,,,,,,1,7,16,6,6,,,,,,,13,22,1996,Information Systems Research,7,3,,328,341,,17,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0030494923&partnerID=40&md5=be3cfdc5ad3ba4126fb3b71b2c5ce759,Article,Scopus,2-s2.0-0030494923
2011,Survey,MISQ,"Lu, Y., and Ramamurthy, K. 2011. –UNDERSTANDING THE LINK BETWEEN INFORMATION TECHNOLOGY CAPABILITY AND ORGANIZATIONAL AGILITY: AN EMPIRICAL EXAMINATION,” MIS Quarterly (35:4), pp. 931_954.",1,1,Organization,"Drawing on prior literature, this study identitifies two types of organizational agility and conceptualizes IT capability as a latent construct reflected in 3 dimensions: IT infrastructure, IT business spanning capability, and IT proactive stance.  IV: IT capability moderated by IT spending; DV: Market capitalizing agility and operational adjustment agility.",Tool,"Technology as productivity, performance, enhancer",IT capability and organizational agility literatures,Organization,9,11,7,11,0.64,Yes,Secondary,Exploitation,Exploitation,Exploitation,Exploration,Modifying,Small,-,-,-,"This is a decent paper. Its focus is on refining and operationalizing/testing  the IT capability construct, rather than challening assumptions.  ",,2,,0,2013,,,,,,,,,,,,,,,,,,,,,,,2,6,3,1,1,22,22,,,,,,,23,23,2011,MIS Quarterly: Management Information Systems,35,4,,931,954,,75,,http://www.scopus.com/inward/record.url?eid=2-s2.0-81355132835&partnerID=40&md5=4bb6e434cfedb8e5c9ec7a18f90e3070,Article,Scopus,2-s2.0-81355132835
2009,Econometrics,MISQ,"Bapna, R., Chang, S., Goes, P., and Gupta, A. 2009. –OVERLAPPING ONLINE AUCTIONS: EMPIRICAL CHARACTERIZATION OF BIDDER STRATEGIES AND AUCTION PRICES,” MIS Quarterly (33:4), pp. 763_783.",1,1,Online Auction,"Examines how auction type, market (preceding overlapping auctions, following overlapping auctions, and market price bound), and bidder behavior (individual auction level and overall market level) influences auction price.",Nominal,Technology as Absent,auction literature,Auction,21,8,2,8,0.25,Yes,Secondary,Exploitation,-,Exploitation,Exploration,Modifying,Small,-,-,-,"The model is incrementally tested with minor augmentations over published IS online auction studies by adding the concept of auction ""overlap"" and the impact of market-level factors",,4,,1,2012,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1,14,15,2,2,13,14,1,1,,,30,32,2009,MIS Quarterly: Management Information Systems,33,4,,763,783,,24,,http://www.scopus.com/inward/record.url?eid=2-s2.0-72049098768&partnerID=40&md5=5d2702b83b7b426f8fdbf55ed7d69fad,Article,Scopus,2-s2.0-72049098768
2012,Survey,ISR,"Gefen, D., and Pavlou, P. 2012. –The Boundaries of Trust and Risk: The Quadratic Moderating Role of Institutional Structures,” Information Systems Research (23:3), p. 940+959.",1,,Individual,Develops a model of the quadratic effect of institutional arrangements on trust/risk perceptions in online market places,Nominal,Technology as absent,Institutional Theory,Organization,,6,4,6,0.67,Yes,Primary,Exploration,Exploration,Exploitation,Exploration,Modifying,Medium,Proposes a new relationship between institutional structures and trust/risk,-,-,"Novel theory development, but no new constructs",,1,,-1,2014,,,,,,,,,,,,,,,,,,,,,,,,2,4,29,29,28,29,,,,,,,57,58,2012,Information Systems Research,23,3 PART 2,,940,959,,7,10.1287/isre.1110.0395,http://www.scopus.com/inward/record.url?eid=2-s2.0-84871553108&partnerID=40&md5=85e0b4387b19ecfb8b9389cd695f41c7,Article,Scopus,2-s2.0-84871553108
2008,Design Science,ISR,"Storey, V. C., Burton-Jones, A., Sugumaran, V., and Purao, S. 2008. –CONQUER: A Methodology for Context-Aware Query Processing on the World Wide Web,” Information Systems Research (19:1), pp. 3_25.",0,,Technical,"""This research presents a methodology, CONQUER (CONtext-aware QUERy processing), that enhances the semantic content ofWeb queries using two complemen- tary knowledge sources: lexicons and ontologies. The methodology constructs a semantic net using the original query as a seed, and refines the net with terms from the two knowledge sources. The enhanced query, repre- sented by the refined semantic net, can be executed by search engines.""",Computational,Technology as performance,Web queries,Technical,,6,4,6,0.67,Yes,Secondary,Exploitation,Exploitation,Exploitation,Exploration,Modifying,Small,Old query systems are modified,-,-,New ways of querying the internet,,5,,1,2012,,,,,,,,,,,,,,,,,,,1,,,1,2,1,1,21,21,9,12,16,16,13,15,,,59,64,2008,Information Systems Research,19,1,,3,25,,26,10.1287/isre.1070.0140,http://www.scopus.com/inward/record.url?eid=2-s2.0-61349156743&partnerID=40&md5=9b3530c05d0c683a59f2ff9ce4318a3a,Article,Scopus,2-s2.0-61349156743
1995,Experiment,ISR,Using Treemaps to Visualize the Analytic Hierarchy Process,1,2,Technical,Analytical Hierarchy Process is enhanced through using treemaps for information visualization,Computational, model,AHP and treemap theory,Technical,59,3,3,6,0.5,Yes,Primary,Exploitation,Exploration,Exploitation,Exploration,Modifying,Small,New relationships between AHP and treemaps,,,Borrows AHP and treemaps and puts them together,,18,,14,1999,,,,,,,,,2,1,,,,,,,1,,1,,,,,1,,2,4,2,2,24,47,,,,,28,53,1995,Information Systems Research,6,4,,357,375,,20,,http://www.scopus.com/inward/record.url?eid=2-s2.0-21344440771&partnerID=40&md5=d6b441323121444b5f647b89e04bd20c,Article,Scopus,2-s2.0-21344440771
2011,Qualitative,ISR,"Oborn, E., Barrett, M., and Davidson, E. 2011. –Unity in Diversity: Electronic Patient Record Use in Multidisciplinary Practice,” Information Systems Research (22:3), pp. 547_564.",1,2,Organization,Qualitative investigation (practice lens) examining use of electronic patient records (EPR) across multidisciplinary team practice,Proxy,Technology as perception,Technology as embedded system ,Organization,0,5,4,5,0.8,Yes,Primary,Exploitation,Exploration,Exploitation,Exploration,Modifying,Small,-,-,-,"Practice lens, marginal contribution, integrates EPR in practice theory",,2,,0,2013,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,7,15,16,14,14,,,,,35,37,2011,Information Systems Research,22,3,,547,564,,18,10.1287/isre.1110.0372,http://www.scopus.com/inward/record.url?eid=2-s2.0-84865066397&partnerID=40&md5=e8dcaf80d4279674d6c6923aca2e6102,Article,Scopus,2-s2.0-84865066397
1997,Simulation,ISR,"Moore, J., and Rao, H. 1997. –Information acquisition policies for resource allocation among multiple agents,” Information Systems Research (8:2), pp. 151_170.",0,,Group,Investigates information acquisition policies for resource allocation,Computational,Technology as productivity,Decision models,Group,,3,2,5,0.4,Yes,Secondary,Exploitation,Exploitation,Exploitation,Exploration,Modifying,Small,-,-,-,"Modifies the ""decision model with sequential information acquisition"" (Moore and Whinston 1986).",,16,,8,2005,,,,,,,,,,,,1,,,1,2,1,,,,,,,,,7,7,7,24,,,,,,,14,31,1997,Information Systems Research,8,2,,151,170,,7,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0031501832&partnerID=40&md5=7ff461e193a58e4bcae200a2e4dc9670,Article,Scopus,2-s2.0-0031501832
2012,Qualitative,ISR,"Lim, E. T. K., Tan, C., Cyr, D., and Xiao, B. 2012. –Advancing Public Trust Relationships in Electronic Government: The Singapore E-Filing Journey,” Information Systems Research (23:4), pp. 1110_1130.",1,-,Group,"""the analytical framework identifies trust-building strategies (calculative- based, prediction-based, intentionality-based, capability-based, and transference-based trust) to be enacted for restoring public trust via e-government systems.""",Nominal,Technology as absent,Trust-building and relational grammar,Group,6,4,3,4,0.75,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploration,Modifying,Small,Slight changes of constructs (p. 1114),-,-,"Minor changes, almost instantiation",,1,,0,2013,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,7,8,13,13,28,28,2,2,55,56,2012,Information Systems Research,23,4,,1110,1130,,11,10.1287/isre.1110.0386,http://www.scopus.com/inward/record.url?eid=2-s2.0-84871535785&partnerID=40&md5=7e261b958ab633d107f734af81f23a2d,Article,Scopus,2-s2.0-84871535785
2012,Qualitative,MISQ,"Guillemette, M., and Par_, G. 2012. –TOWARD A NEW THEORY OF THE CONTRIBUTION OF THE IT FUNCTION IN ORGANIZATIONS,” MIS Quarterly (36:2), pp. 529_551.",1,,Organization,proposes and tests a new theory of the contribution of the IT function,Proxy,Technology as Perception,IT Management,Organization,,3,3,3,1,Yes,Secondary,Exploration,Exploration,Exploitation,Exploration,Modifying,Medium,Adds additional detail to typical understandings of the IT function,-,-,Modifies constructs to add detail and therefore is able to trace new relationships between IT management ideal types and performance,,1,,0,2013,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,21,21,,,,,,,23,23,2012,MIS Quarterly: Management Information Systems,36,2,,529,551,,22,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84864940806&partnerID=40&md5=1c1fb2928c04b97739ab3edba16713e8,Article,Scopus,2-s2.0-84864940806
2011,Case Study,MISQ,"Roquilly, C. 2011. –Control over virtual worlds by game companies: issues and recommendations,” MIS Quarterly (35:3), pp. 653_671.",1,,Organization,Makes recommendations how the components of virtual worlds can be managed to ensure control,Ensemble,Technology as structure,"Creativity, Community, Code, and CopyrightCreativity",Organization,,3,0,3,0,Yes,Primary,Exploration,Exploitation,Exploitation,Exploration,Modifying,Medium,Synthesizes important constructs of virtual world control and shows how they impact control,-,-,Modified constructs proposed as well as relationships to control,,2,,0,2013,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,,,,,,,,,2,2,2011,MIS Quarterly: Management Information Systems,35,3,,653,671,,13,,http://www.scopus.com/inward/record.url?eid=2-s2.0-80051741273&partnerID=40&md5=9909c4d51ded883c865f59bb00cecfbb,Article,Scopus,2-s2.0-80051741273
2012,Survey,ISR,"Fitoussi, D., and Gurbaxani, V. 2012. –IT Outsourcing Contracts and Performance Measurement,” Information Systems Research (23:1), pp. 129_143.",1,1,Organization,Explains how various metrics and incentives are related to multi-object contracts in IT outsourcing,Nominal,Technology as absent,Contract Theory,Organization,11,3,2,3,0.67,Yes,Primary,Exploitation,Exploitation,Exploitation,Exploration,Modifying,Small,-,-,-,Applies contract theory to an IT setting. The developed model represents an IT artifact that is more well described than the subject-artifact,,1,,0,2013,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,13,13,,,,,,,14,14,2012,Information Systems Research,23,1,,129,143,,5,10.1287/isre.1100.0310,http://www.scopus.com/inward/record.url?eid=2-s2.0-84865079913&partnerID=40&md5=1f9187358e182cc3173957bfe5a2f46e,Article,Scopus,2-s2.0-84865079913
2012,Econometrics,MISQ,"Li, C., Peters, G., Richardson, V., and Watson, M. 2012. –THE CONSEQUENCES OF INFORMATION TECHNOLOGY CONTROL WEAKNESSES ON MANAGEMENT INFORMATION SYSTEMS: THE CASE OF SARBANES_OXLEY INTERNAL CONTROL REPORTS,” MIS Quarterly (36:1), pp. 179_203.",1,-,Organization,"""management forecasts are less accurate for firms with information technology material weaknesses in their financial reporting system than the forecasts for firms that do not have information technology material weaknesses""",Tool,Technology as performance,IT Control theory,Organization,19,2,1,2,0.5,Yes,Secondary,Exploration,Exploration,Exploitation,Exploration,Modifying,Medium,Modifes IT control constructs,-,-,Modifies previous IS constructs,,1,,0,2013,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,10,8,8,17,17,10,10,,,45,45,2012,MIS Quarterly: Management Information Systems,36,1,,179,204,,10,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859837225&partnerID=40&md5=73c4e271261f04efc3e876268c17fee7,Article,Scopus,2-s2.0-84859837225
